     1	44
     2	39
     3	39
     4	41
     5	41
     6	42
     7	36
     8	37
     9	44
    10	37
    11	42
    12	38
    13	47
    14	38
    15	36
    16	43
    17	48
    18	39
    19	34
    20	36
    21	39
    22	43
    23	40
    24	39
    25	39
    26	39
    27	37
    28	40
    29	37
    30	37
    31	43
    32	36
    33	35
    34	38
    35	43
    36	33
    37	36
    38	34
    39	37
    40	37
    41	38
    42	41
    43	34
    44	43
    45	39
    46	39
    47	37
    48	38
    49	37
    50	43
    51	45
    52	38
    53	41
    54	44
    55	37
    56	42
    57	38
    58	37
    59	36
    60	44
    61	36
    62	41
    63	44
    64	35
    65	38
    66	35
    67	57
    68	74
    69	46
    70	44
    71	48
    72	39
    73	36
    74	39
    75	37
    76	42
    77	40
    78	43
    79	51
    80	43
    81	38
    82	38
    83	38
    84	40
    85	40
    86	41
    87	45
    88	37
    89	35
    90	36
    91	50
    92	37
    93	42
    94	41
    95	45
    96	38
    97	38
    98	42
    99	39
   100	38
   101	41
   102	40
   103	44
   104	43
   105	36
   106	43
   107	39
   108	42
   109	34
   110	39
   111	37
   112	37
   113	39
   114	38
   115	37
   116	46
   117	49
   118	39
   119	41
   120	39
   121	41
   122	69
   123	38
   124	40
   125	38
   126	38
   127	38
   128	38
   129	71
   130	83
   131	39
   132	73
   133	38
   134	37
   135	37
   136	40
   137	37
   138	38
   139	45
   140	34
   141	41
   142	34
   143	37
   144	40
   145	36
   146	41
   147	37
   148	39
   149	41
   150	36
   151	40
   152	38
   153	46
   154	40
   155	38
   156	37
   157	46
   158	46
   159	32
   160	38
   161	40
   162	35
   163	34
   164	35
   165	48
   166	37
   167	48
   168	38
   169	40
   170	46
   171	39
   172	40
   173	43
   174	41
   175	37
   176	37
   177	79
   178	37
   179	42
   180	36
   181	42
   182	55
   183	36
   184	37
   185	39
   186	41
   187	41
   188	36
   189	36
   190	35
   191	69
   192	42
   193	41
   194	37
   195	37
   196	38
   197	42
   198	37
   199	36
   200	38
   201	33
   202	36
   203	39
   204	34
   205	38
   206	51
   207	35
   208	36
   209	48
   210	34
   211	49
   212	42
   213	42
   214	40
   215	39
   216	35
   217	41
   218	40
   219	34
   220	40
   221	38
   222	37
   223	34
   224	36
   225	41
   226	38
   227	38
   228	38
   229	35
   230	34
   231	40
   232	36
   233	35
   234	35
   235	36
   236	46
   237	35
   238	41
   239	38
   240	37
   241	41
   242	38
   243	36
   244	38
   245	37
   246	40
   247	35
   248	35
   249	48
   250	36
   251	44
   252	38
   253	39
   254	36
   255	87
   256	36
   257	39
   258	43
   259	41
   260	40
   261	37
   262	35
   263	38
   264	35
   265	35
   266	35
   267	47
   268	39
   269	37
   270	37
   271	46
   272	53
   273	41
   274	37
   275	36
   276	34
   277	39
   278	45
   279	41
   280	53
   281	44
   282	35
   283	35
   284	42
   285	39
   286	44
   287	43
   288	35
   289	37
   290	35
   291	34
   292	36
   293	37
   294	33
   295	41
   296	36
   297	34
   298	36
   299	38
   300	37
   301	37
   302	36
   303	33
   304	34
   305	36
   306	41
   307	36
   308	36
   309	41
   310	57
   311	47
   312	35
   313	38
   314	218
   315	40
   316	33
   317	43
   318	35
   319	35
   320	38
   321	94
   322	37
   323	72
   324	40
   325	37
   326	38
   327	39
   328	35
   329	44
   330	34
   331	36
   332	41
   333	46
   334	35
   335	44
   336	40
   337	43
   338	37
   339	35
   340	36
   341	38
   342	38
   343	32
   344	35
   345	38
   346	41
   347	42
   348	41
   349	75
   350	37
   351	37
   352	35
   353	42
   354	35
   355	35
   356	37
   357	33
   358	34
   359	34
   360	35
   361	39
   362	39
   363	37
   364	34
   365	37
   366	39
   367	36
   368	37
   369	36
   370	39
   371	35
   372	44
   373	37
   374	38
   375	35
   376	43
   377	42
   378	43
   379	33
   380	39
   381	38
   382	33
   383	36
   384	39
   385	36
   386	41
   387	34
   388	37
   389	73
   390	39
   391	36
   392	43
   393	44
   394	44
   395	38
   396	43
   397	36
   398	40
   399	39
   400	35
   401	36
   402	36
   403	38
   404	45
   405	37
   406	38
   407	43
   408	41
   409	38
   410	106
   411	38
   412	37
   413	45
   414	35
   415	51
   416	36
   417	36
   418	36
   419	36
   420	35
   421	35
   422	36
   423	52
   424	34
   425	38
   426	38
   427	35
   428	36
   429	38
   430	35
   431	36
   432	37
   433	40
   434	53
   435	37
   436	45
   437	35
   438	34
   439	36
   440	34
   441	43
   442	43
   443	41
   444	37
   445	35
   446	36
   447	69
   448	34
   449	35
   450	40
   451	35
   452	36
   453	43
   454	47
   455	42
   456	36
   457	46
   458	41
   459	38
   460	42
   461	38
   462	37
   463	41
   464	38
   465	37
   466	37
   467	35
   468	35
   469	36
   470	33
   471	37
   472	35
   473	37
   474	38
   475	39
   476	40
   477	34
   478	36
   479	37
   480	35
   481	35
   482	35
   483	38
   484	34
   485	36
   486	35
   487	42
   488	35
   489	40
   490	41
   491	37
   492	37
   493	33
   494	46
   495	35
   496	45
   497	40
   498	37
   499	43
   500	40
   501	40
   502	40
   503	41
   504	37
   505	41
   506	41
   507	54
   508	38
   509	37
   510	40
   511	36
   512	44
   513	41
   514	51
   515	48
   516	41
   517	40
   518	40
   519	38
   520	39
   521	40
   522	35
   523	38
   524	47
   525	37
   526	38
   527	38
   528	56
   529	37
   530	44
   531	46
   532	41
   533	39
   534	38
   535	35
   536	37
   537	37
   538	37
   539	46
   540	35
   541	44
   542	36
   543	45
   544	43
   545	39
   546	37
   547	41
   548	44
   549	45
   550	41
   551	42
   552	36
   553	38
   554	41
   555	36
   556	34
   557	37
   558	37
   559	39
   560	38
   561	43
   562	40
   563	36
   564	35
   565	35
   566	38
   567	105
   568	38
   569	44
   570	38
   571	36
   572	48
   573	38
   574	49
   575	53
   576	38
   577	36
   578	40
   579	33
   580	35
   581	44
   582	36
   583	35
   584	62
   585	41
   586	39
   587	38
   588	35
   589	40
   590	40
   591	36
   592	37
   593	39
   594	34
   595	40
   596	41
   597	39
   598	36
   599	36
   600	47
   601	39
   602	42
   603	36
   604	38
   605	33
   606	34
   607	37
   608	47
   609	35
   610	41
   611	47
   612	40
   613	36
   614	50
   615	35
   616	40
   617	132
   618	38
   619	35
   620	41
   621	36
   622	36
   623	39
   624	37
   625	49
   626	37
   627	40
   628	42
   629	48
   630	83
   631	35
   632	37
   633	45
   634	37
   635	36
   636	49
   637	38
   638	41
   639	38
   640	35
   641	34
   642	34
   643	35
   644	37
   645	38
   646	43
   647	33
   648	35
   649	37
   650	41
   651	35
   652	43
   653	33
   654	48
   655	38
   656	35
   657	36
   658	40
   659	35
   660	34
   661	36
   662	37
   663	37
   664	42
   665	35
   666	34
   667	37
   668	36
   669	37
   670	32
   671	36
   672	33
   673	38
   674	40
   675	35
   676	34
   677	77
   678	39
   679	34
   680	45
   681	39
   682	33
   683	38
   684	46
   685	37
   686	43
   687	40
   688	40
   689	45
   690	33
   691	34
   692	56
   693	38
   694	38
   695	69
   696	40
   697	35
   698	44
   699	34
   700	35
   701	37
   702	34
   703	57
